"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"ENSG00000004866",523.884326788918,-0.614081619055331,0.212089244659416,-2.89539255062866,0.00378684648108076,0.0307827451466458,FALSE
"ENSG00000004897",1680.01793286077,-0.161864823437844,0.100728098672937,-1.60694806682907,0.108065760930728,0.333625081487522,FALSE
"ENSG00000004939",8.67357060287904,-0.609551433429434,0.567082211231342,-1.07489076778811,0.28242363583514,NA,FALSE
"ENSG00000004948",0,NA,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362112576108,0.141786728980651,-1.17332640206976,0.240664938546386,0.533196504300072,FALSE
"ENSG00000004975",1003.16479833127,-0.346747940303978,0.162599798919051,-2.13252379528835,0.0329638104611155,0.150963685949076,FALSE
"ENSG00000005001",0,NA,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287272783179,0.094199255862488,2.34914034890269,0.018816812629902,0.102326975683973,FALSE
"ENSG00000005020",752.819690039845,0.0733029402924781,0.150904592180905,0.485756856256582,0.627139566832954,0.852988660950614,FALSE
"ENSG00000005022",1300.3667432696,-0.0771831248020279,0.116845445287456,-0.660557410792919,0.508896189256976,0.776204976279449,FALSE
"ENSG00000005059",215.744400092371,0.223333752600804,0.257311169187217,0.867952033742884,0.385420591813391,0.684393816744497,FALSE
"ENSG00000005073",0.424982332670398,-1.0793023663625,2.58025387821646,-0.418293089480225,0.675732841561912,NA,FALSE
"ENSG00000005075",614.656589191918,0.0987773493243704,0.160706698122365,0.614643636378862,0.538790090092239,0.795453866957026,FALSE
"ENSG00000005100",502.327471136299,0.314431865484895,0.130849122697675,2.40301088003,0.0162607036290805,0.0927224334329374,FALSE
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA,NA
"ENSG00000005108",12.5069565681574,0.931825433823335,0.623894022308237,1.49356365104419,0.135289705997271,0.380706539823239,FALSE
"ENSG00000005156",284.201575596381,-0.385473065910856,0.204307350860468,-1.88673126193151,0.0591964806370403,0.225599068758927,FALSE
"ENSG00000005175",347.42491006876,-0.199143010245032,0.288689162982695,-0.689818101197548,0.490308584010543,0.76298600771258,FALSE
"ENSG00000005187",26.7924966379797,-0.327506483008552,0.412451020525773,-0.7940493942555,0.427166676535543,0.718188201169049,FALSE
"ENSG00000005189",79.0300154216569,-0.439826193613965,0.271072683962308,-1.62253970848321,0.104687838022175,0.326813571144943,FALSE
"ENSG00000005194",458.750922474384,0.128001736266057,0.161088911318155,0.794603025240205,0.426844458014835,0.717819384268516,FALSE
"ENSG00000005206",687.428245938322,0.101318274776524,0.139402935093713,0.726801589280838,0.467347509365892,0.747502863210082,FALSE
"ENSG00000005238",705.733199499233,-0.205823489524856,0.115328505483058,-1.7846714362833,0.0743146266807362,0.261378314231247,FALSE
"ENSG00000005243",993.989596404182,-0.106568977506576,0.18524856101084,-0.575275602277635,0.56510491921173,0.815101050346983,FALSE
"ENSG00000005249",301.336933757971,0.660280961014528,0.225566737068369,2.92720890320986,0.00342019064586816,0.0283984579669262,FALSE
"ENSG00000005302",469.935385547665,0.190286827870619,0.159050032796026,1.19639603039034,0.231542049698331,0.522725930281434,FALSE
"ENSG00000005339",2604.13968768159,-0.104401332172607,0.135777656823639,-0.768913933374278,0.441944405344305,0.729978007604825,FALSE
"ENSG00000005379",158.961412885247,0.120941682055533,0.284870280471276,0.424550015731557,0.671164737312812,0.877828408216377,FALSE
"ENSG00000005381",7.12408517617175,1.17019134148191,1.30316102492093,0.897963735182238,0.369204883576435,NA,FALSE
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA,FALSE
"ENSG00000005436",302.967289999217,0.156959065151111,0.139209882251133,1.1274994462531,0.259531374500319,0.556980670435341,FALSE
"ENSG00000005448",234.244457375311,0.280155169186942,0.158303055515804,1.76973949286136,0.0767705476710382,0.267100837233603,FALSE
"ENSG00000005469",422.232491862876,-0.273993709010047,0.243915852510196,-1.12331243004632,0.261304826513207,0.559599826346665,FALSE
"ENSG00000005471",33.2839581855106,-1.22916811609888,0.509500416060423,-2.4124967857791,0.0158436771394212,0.0909944976399446,FALSE
"ENSG00000005483",1867.57277020935,0.0138035781207218,0.131030399674373,0.105346378817628,0.916100962713306,0.977204471072899,FALSE
"ENSG00000005486",856.445860419445,-0.151783526798134,0.189515705010903,-0.800902103545463,0.423188322237268,0.715624609473263,FALSE
"ENSG00000005513",4.19025057528613,-0.664739149857678,1.01931793248964,-0.65214113150554,0.514310132053329,NA,FALSE
"ENSG00000005700",579.449582755315,-0.087521350256091,0.132880287580654,-0.658648109885888,0.510121761434476,0.777127043952919,FALSE
"ENSG00000005801",220.819344240061,-0.245459370014946,0.221066529575962,-1.1103416265039,0.266851841959621,0.566032373456368,FALSE
"ENSG00000005810",2862.99024994653,-0.062716284581562,0.120435293399683,-0.520746724744784,0.602543220209621,0.839002388567055,FALSE
"ENSG00000005812",1499.03049853399,0.408597279763837,0.171642594415878,2.38051214009172,0.017288591359447,0.0969483723721487,FALSE
"ENSG00000005844",3.21951546901152,-0.938815055265798,1.14112424414502,-0.822710638287422,0.410672564199661,NA,FALSE
"ENSG00000005882",1066.40685200078,-0.127921181717226,0.145631561059118,-0.878389140285993,0.379732575702022,0.678398065192302,FALSE
"ENSG00000005884",1294.27596518976,0.333534620078867,0.276376751676439,1.20681141975843,0.227504777131269,0.516885666014563,FALSE
"ENSG00000005889",800.115454708102,0.0162935634136013,0.227734262436879,0.0715463858589016,0.942962908542995,0.985126994075145,FALSE
"ENSG00000005893",5133.58060707205,0.0430752555250924,0.0826645473308864,0.5210849985384,0.602307560799712,0.838954107266775,FALSE
"ENSG00000005961",10.2882547896421,-0.619822633493085,0.637196518932069,-0.972733866361821,0.330685588885709,0.63685570240006,FALSE
"ENSG00000005981",6.43695995371267,-0.629663993690987,0.79150356624341,-0.795528940797403,0.426305883040455,NA,FALSE
"ENSG00000006007",2603.73463702376,0.180766912818257,0.146939239347764,1.23021538440411,0.21861646035682,0.505067943666946,FALSE
"ENSG00000006015",386.908775735769,-0.0531752737518244,0.320215053323633,-0.166061130480588,0.868108842764184,0.96259505635754,FALSE
"ENSG00000006016",160.452316906975,0.19213046994241,0.492939506102381,0.389764803924044,0.696710471904022,0.89096464317364,FALSE
"ENSG00000006025",160.463406583492,-0.652554601970697,0.315114137863079,-2.07085155364955,0.0383726707344664,0.166902383191698,FALSE
"ENSG00000006042",3151.10977435982,0.00904096047029702,0.098184799969198,0.0920810601349018,0.926633636336123,0.979848296697805,FALSE
"ENSG00000006047",0.673880264953231,-0.28828899277285,2.11000864921006,-0.136629294330513,0.891323820109254,NA,FALSE
"ENSG00000006059",0,NA,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742450785,0.273247251714689,-2.1379455375484,0.0325211637503125,0.149433563409734,FALSE
"ENSG00000006071",0,NA,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557138430527,3.11297552346531,-0.326238152741641,0.744244177343653,NA,FALSE
"ENSG00000006118",458.98540697157,-0.549888036433399,0.221087251532323,-2.48719920584387,0.0128753281276378,0.0782491350293235,FALSE
"ENSG00000006125",6730.77886718365,0.0802578614252511,0.108527831422326,0.739514098581173,0.459594881897596,0.741708295862091,FALSE
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA,FALSE
"ENSG00000006194",551.635247266725,0.11169012322814,0.102590118814746,1.0887025428816,0.276285080082509,0.576796707394146,FALSE
"ENSG00000006210",15.8841012169951,0.950279868961292,0.613169636818377,1.54978298320856,0.121193612701809,0.35744445265217,FALSE
"ENSG00000006282",1394.30895675099,-0.106981530767098,0.168558648654663,-0.63468431682956,0.525634324229569,0.786189060179029,FALSE
"ENSG00000006283",61.3642320498775,-1.1734754984476,0.461209913945002,-2.54434144402961,0.0109484004702999,0.0691754380987452,FALSE
"ENSG00000006327",587.259201120954,-0.146104464368204,0.321307056544271,-0.454719127365549,0.649311318367712,0.865653161679489,FALSE
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA,FALSE
"ENSG00000006432",6.99503209019926,-0.218563956252304,0.735202753909316,-0.2972839194224,0.766249757438886,NA,FALSE
"ENSG00000006451",1108.16420749476,-0.569179433484941,0.210671518782449,-2.70173888133739,0.00689779102980035,0.048302574583602,FALSE
"ENSG00000006453",212.928764376348,-0.27377893011472,0.157637938516282,-1.73675786864241,0.0824299185452081,0.279409381460872,FALSE
"ENSG00000006459",410.885814318294,0.00560167733293483,0.312423497968501,0.0179297567864104,0.985694890343943,0.995355988415723,FALSE
"ENSG00000006468",210.179164493274,0.0486120622106925,0.406144751488525,0.119691469685448,0.904727557984066,0.973229552217393,FALSE
"ENSG00000006530",277.887455661785,0.0331563103437827,0.201432210451739,0.164602822306449,0.869256609641725,0.962892622002637,FALSE
"ENSG00000006534",1145.46216651212,0.427916521981313,0.262825503337948,1.6281392655837,0.103495359332219,0.324386841284449,FALSE
"ENSG00000006555",4.76708315841851,-0.61058000230331,0.811523360997438,-0.752387462454378,0.451818084081441,NA,FALSE
"ENSG00000006576",1076.37418478476,-0.416587761528712,0.195871238275192,-2.1268449885604,0.0334329648961398,0.151963461390167,FALSE
"ENSG00000006606",4.01454411368169,-0.433957880934369,0.899385404115909,-0.482504918301345,0.62944730538805,NA,FALSE
"ENSG00000006607",957.991889094816,0.595861925335494,0.155053660032135,3.84294008417473,0.000121569155349055,0.00186730715797306,FALSE
"ENSG00000006611",0,NA,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719218236945,0.251338881257278,-0.432560285512121,0.665334246715658,0.87477100151998,FALSE
"ENSG00000006634",92.842938687114,-0.448347904396766,0.297818726995479,-1.50543892561724,0.132211267773655,0.375554705012472,FALSE
"ENSG00000006638",64.0929103692678,-0.485251401133077,0.293993814909444,-1.65054969364762,0.0988305582848635,0.315141721621082,FALSE
"ENSG00000006652",1086.50811752792,-0.0509940198887031,0.218671138830316,-0.233199589856591,0.815606424318238,0.94327707650354,FALSE
"ENSG00000006659",1.43778491344811,-0.485808154122548,1.54326977280484,-0.314791465940273,0.752919991766878,NA,FALSE
"ENSG00000006695",181.541477163383,0.196125214278234,0.202800613536875,0.967083929667565,0.333502078449116,0.639110335076788,FALSE
"ENSG00000006704",291.607449568848,-0.0413723899708132,0.235419432246685,-0.175739061028153,0.860498946582655,0.960055439907972,FALSE
"ENSG00000006712",1114.82190220928,-0.238931913803267,0.129796464174861,-1.84081989692246,0.0656479560439624,0.24167074588455,FALSE
"ENSG00000006715",2208.49179423824,-0.139604325402341,0.134206350802652,-1.04022145425611,0.298237026189128,0.601918944780696,FALSE
"ENSG00000006740",43.379700039727,-0.0199689503688904,0.379717673169518,-0.0525889411525379,0.958059428460434,0.990092804096437,FALSE
"ENSG00000006744",938.900417504684,0.251716749270148,0.15381742152503,1.63646449650821,0.101742410331933,0.320684454625832,FALSE
"ENSG00000006747",27.7360544388753,0.203422873843575,0.487478817023702,0.417295822381724,0.676462043824573,0.880383058668313,FALSE
"ENSG00000006756",545.414312401993,-0.0147901884830308,0.158864975823095,-0.0930991139261591,0.925824821364631,0.979848296697805,FALSE
"ENSG00000006757",168.95903743019,-0.0157237739884898,0.15407605644171,-0.102052027755775,0.918715378436843,0.977935795089141,FALSE
"ENSG00000006788",11.2024027852827,2.95519566506424,1.06558260348016,2.77331448112297,0.00554884688118725,0.041073942334106,TRUE
"ENSG00000006831",1095.78070752679,0.243869398068242,0.0932019222251717,2.61657047672326,0.00888180268437401,0.0589718990157143,FALSE
"ENSG00000006837",75.3675602917904,-0.148190196448771,0.313415249367567,-0.472823823179633,0.636338876142258,0.858561450260535,FALSE
"ENSG00000007001",2.00323736390909,-0.284334112908697,1.40169857367045,-0.202849684125845,0.839252522809242,NA,FALSE
"ENSG00000007038",0.887380960584451,0.607941216458484,1.95110338653295,0.311588417433264,0.755353337868645,NA,FALSE
"ENSG00000007047",813.832894191521,-0.0377195317853206,0.175117680289304,-0.215395337141321,0.829459105114655,0.949377127188743,FALSE
"ENSG00000007062",2.45626676455035,-0.552453765236094,1.02526595865994,-0.538839469475969,0.589997626718132,NA,FALSE
"ENSG00000007080",662.955088766559,0.244243803157057,0.158825019014688,1.53781693005477,0.124093382877982,0.362327797124936,FALSE
"ENSG00000007129",0,NA,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.051565954359952,0.103637244894,0.497561995329898,0.618792796311453,0.847994417725152,FALSE
"ENSG00000007171",1.482516982495,-0.53836348451661,1.78169943650055,-0.302162908898941,0.762527877851726,NA,FALSE
"ENSG00000007174",2.70167247050387,0.3837796388877,1.02562238283566,0.374191949503498,0.708261513035224,NA,FALSE
"ENSG00000007202",6545.03722366678,0.0244029370808381,0.0920226484586684,0.26518403338281,0.790867694239035,0.932188592828251,FALSE
"ENSG00000007216",0,NA,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748927,0.960669066386979,-0.932449009852982,NA,NA,FALSE
"ENSG00000007255",130.451959536511,0.270306675785218,0.242085504303273,1.11657522230902,0.264175990730485,0.562818535921164,FALSE
"ENSG00000007264",2.94325916834344,0.130029540920537,0.934638476623365,0.139122820398218,0.889353095514289,NA,FALSE
"ENSG00000007306",0,NA,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627355655274727,1.53120649871665,0.409713291969785,0.682016278399661,NA,FALSE
"ENSG00000007314",0.779954153372703,-0.684393456023428,2.03068597952934,-0.337025745448862,0.736097492252036,NA,FALSE
"ENSG00000007341",281.675425442917,0.215543120141385,0.241297144888477,0.893268423217377,0.371713443722541,0.67227132853808,FALSE
"ENSG00000007350",0,NA,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825992250081,0.515864168537292,0.397054117619479,0.691327553547919,0.888906755262688,FALSE
"ENSG00000007376",258.460977739524,0.12034185017738,0.199984987868217,0.601754418970093,0.547337620150763,0.801624413162656,FALSE
"ENSG00000007384",1823.38777953572,0.0868116045427578,0.15063912216123,0.576288571635744,0.564420146231179,0.814831723668746,FALSE
"ENSG00000007392",686.873099124053,-0.103853477906689,0.110159667314778,-0.942754099010942,0.345806694835533,0.650325448439921,FALSE
"ENSG00000007402",23.7963910924727,0.739536517962972,0.519137318907365,1.42454894115392,0.154287628317642,0.412769145181185,FALSE
"ENSG00000007516",11.2010825391975,-0.211644977336862,0.707152760683604,-0.299291735964185,0.764717459523342,0.922091325006852,FALSE
"ENSG00000007520",580.560487206145,0.071433608215299,0.150656436193709,0.474149064056262,0.635393612949078,0.858050492029763,FALSE
"ENSG00000007541",653.546283118955,0.22174801368761,0.164697298588304,1.34639739442185,0.178174390796741,0.448887043381771,FALSE
"ENSG00000007545",622.76848387059,0.166768403599037,0.157642472414091,1.05789005364604,0.290105570284402,0.593015098118136,FALSE
"ENSG00000007866",1620.52184915199,0.553934461373927,0.156832395055132,3.5320155710126,0.000412405071036907,0.00512797602697369,FALSE
"ENSG00000007908",0,NA,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384290793756299,0.147724381429064,-0.260140397975423,0.794755477245066,0.933794500298812,FALSE
"ENSG00000007933",877.805740707214,0.313996093721059,0.978772381072815,0.320806042132997,0.748357380267633,0.915794483205664,FALSE
"ENSG00000007944",345.286662228229,-0.489789864742884,0.15232264072642,-3.2154764544988,0.00130228177585745,0.0129927914989204,FALSE
"ENSG00000007952",10.1687462516428,0.809128458611175,0.573991511124129,1.40965230831819,0.158642373433986,0.419765294873774,FALSE
"ENSG00000007968",3.95849086572913,0.162676335960989,0.819783077496732,0.198438270350412,0.842702177334498,NA,FALSE
"ENSG00000008018",1517.71752051207,0.0478484393435436,0.110936141630953,0.431315156991119,0.666239230956923,0.875479131185303,FALSE
"ENSG00000008056",17.7167030593017,0.676013565163211,0.458124729304488,1.47561029108714,0.14004854085797,0.388895333937285,FALSE
"ENSG00000008083",305.072434597756,0.487459854580962,0.151932656612269,3.20839420207701,0.00133478408431657,0.0132556296418771,FALSE
"ENSG00000008086",372.53707879909,-0.172935290532897,0.189039000412294,-0.914812764327598,0.360289932670941,0.661817883473446,FALSE
"ENSG00000008118",6.947918731314,-0.861305707933996,0.797917010813575,-1.0794427193071,0.280390415851273,NA,FALSE
"ENSG00000008128",563.813333715399,0.133368795438243,0.368609963170101,0.361815492699252,0.717489913933585,0.900355020840513,FALSE
"ENSG00000008130",1713.6319552007,0.830141261205872,0.15138528776842,5.48363234923973,4.16680278548403e-08,1.65633144845553e-06,FALSE
"ENSG00000008196",1.08416182794751,-1.40315172411911,2.31102921165506,-0.607154473445291,0.543748402231402,NA,FALSE
"ENSG00000008197",0,NA,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171719477359353,0.774036918490951,-0.022184920803795,0.982300446086931,NA,FALSE
"ENSG00000008256",3740.92435461127,1.1968352108601,0.207374531184537,5.7713703029186,7.86294670022311e-09,3.76849138528098e-07,FALSE
"ENSG00000008277",19.3106346175362,-0.0241064269363325,0.474529638107267,-0.0508006771346983,0.959484351300104,0.99010447922272,FALSE
"ENSG00000008282",1985.33227996644,0.286864094058614,0.139662741870871,2.05397724701584,0.0399778939397315,0.171710944558987,FALSE
"ENSG00000008283",526.559923099993,0.0461205199046756,0.14084494826498,0.327455975331869,0.743323035650439,0.913694292259224,FALSE
"ENSG00000008294",2928.30789180736,-0.166798754517565,0.135595725173803,-1.23011809040268,0.218652886651081,0.505067943666946,FALSE
"ENSG00000008300",96.2831177707404,0.526617369940282,0.30273483838811,1.73953342385112,0.0819409783246202,0.278420306100658,FALSE
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333954131,6.01259111206699,1.82581151506066e-09,9.56813681508432e-08,FALSE
"ENSG00000008323",11.0031983554828,0.405444187986832,0.584041381862171,0.694204555667107,0.487553936048168,0.761394551603373,FALSE
"ENSG00000008324",122.640499235734,0.570316063532954,0.253286891279435,2.25166040236863,0.0243437408116844,0.121919958529418,FALSE
"ENSG00000008382",158.890722523391,0.132423892708535,0.205625800843553,0.644004264860164,0.519572668418088,0.782841291899781,FALSE
"ENSG00000008394",3683.6269984121,0.00405145647153275,0.377714326608659,0.0107262451702828,0.99144185868925,0.997067573871504,FALSE
"ENSG00000008405",286.125102009691,0.0862976818309488,0.187468459130055,0.460331739170483,0.645278122737503,0.863252851451503,FALSE
"ENSG00000008438",1.71601671351819,2.69572186153635,1.61974087902027,1.66429204600116,0.0960540811639282,NA,NA
"ENSG00000008441",11031.7971096393,-0.312692593643876,0.144617244236552,-2.16220821586395,0.0306021305562635,0.143511462246456,FALSE
"ENSG00000008513",1583.37114858265,-0.562139412912093,0.225853185595311,-2.48895941596037,0.0128117589671949,0.0779879781182345,FALSE
"ENSG00000008516",23.9019134428755,-0.178258532289749,0.486706312994544,-0.366254818420133,0.714174940405775,0.899586234722316,FALSE
"ENSG00000008517",119.607617110672,-0.900335920469094,0.415638409018375,-2.16615187849324,0.0302995829721471,0.14254191998769,FALSE
"ENSG00000008710",5182.00878157707,0.404539834888908,0.145972294921154,2.77134667991223,0.00558249554557291,0.0412401294990982,FALSE
"ENSG00000008735",19.7100642494594,0.378465888242763,0.432176975745274,0.875719692355458,0.381182437206451,0.680137607385921,FALSE
"ENSG00000008838",1158.52573912739,-0.025729884086014,0.124753943889079,-0.206245055538211,0.836599495075884,0.952349475531771,FALSE
"ENSG00000008853",845.571636260842,0.364274124885515,0.177902833496067,2.04760159086262,0.0405990533493356,0.173626111262346,FALSE
"ENSG00000008869",715.562444905458,0.102813344605356,0.11236727002124,0.914975905225092,0.360204279430763,0.661817883473446,FALSE
"ENSG00000008952",5171.56671072198,0.0829560960477683,0.141494926483802,0.586283184204948,0.557685229404589,0.81036989084976,FALSE
"ENSG00000008988",10959.3107578206,-0.0290054280900591,0.143611669248233,-0.201971248171506,0.839939201593309,0.953531953795748,FALSE
"ENSG00000009307",15902.4117972056,-0.019634585341931,0.102492947435481,-0.191570111243906,0.848078956616892,0.955902842252026,FALSE
"ENSG00000009335",2127.18026041807,0.197193707147105,0.0931986520208593,2.11584291050658,0.0343581702083113,0.155144450746832,FALSE
"ENSG00000009413",8391.06888900911,0.969287576217049,0.150655684985085,6.4337935625397,1.24457868739377e-10,8.45253104061825e-09,FALSE
"ENSG00000009694",10.1257165658402,1.2632019508081,1.21706570609346,1.03790776823606,0.299312996602415,0.602686436157004,FALSE
"ENSG00000009709",0,NA,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447708151653314,0.277519332574333,-1.61325031845627,0.106690135414858,0.331178950780492,FALSE
"ENSG00000009765",10.717478680374,1.60313346278421,0.941617965900391,1.70253066619355,0.088655934852324,0.293036694312188,FALSE
"ENSG00000009780",176.843521397315,0.426821765706205,0.188717494440358,2.26169686584672,0.0237161385130478,0.119872593234353,FALSE
"ENSG00000009790",5.5982365472662,0.327318655578156,0.709782962406541,0.461153159366311,0.644688724776276,NA,FALSE
"ENSG00000009830",429.561114742382,0.117386571222002,0.14267936005281,0.822729869117392,0.41066162569548,0.706206763362216,FALSE
"ENSG00000009844",867.146195689117,-0.101431793723841,0.127326807711193,-0.796625593205107,0.425668508999689,0.717374363457713,FALSE
"ENSG00000009950",6.89942793039643,0.614252420235969,0.930433657701922,0.66017863299691,0.509139202374812,NA,FALSE
"ENSG00000009954",2947.57029221357,-0.0233654141664704,0.0833381498357185,-0.280368765235727,0.779194598171227,0.928126639486071,FALSE
"ENSG00000010017",2202.06085895341,0.716872638971715,0.156810110094759,4.57159706436347,4.84020990774229e-06,0.000115259401026348,FALSE
"ENSG00000010030",16.7978883748417,-0.681743288830905,0.466462946149518,-1.46151649227114,0.143873752905785,0.396031041267758,FALSE
"ENSG00000010072",175.736014306207,-0.179170889837209,0.193682821032835,-0.925073730761255,0.354927556387407,0.65718616097722,FALSE
"ENSG00000010165",915.904459679983,-0.0929638909489219,0.159920128736338,-0.581314507957859,0.561028504449405,0.81277756838399,FALSE
"ENSG00000010219",236.84536186016,-0.259000366574483,0.148509111582592,-1.74400320501844,0.0811585309710759,0.27695943027421,FALSE
"ENSG00000010244",2702.51299776393,0.0627879153025592,0.174953773828631,0.35888288619633,0.71968270279285,0.901761771638762,FALSE
"ENSG00000010256",1811.67409574834,0.47152952690218,0.104357130000385,4.5184217590158,6.23022873586609e-06,0.000141464489062507,FALSE
"ENSG00000010270",774.496268009297,-0.00149249772566386,0.135117154926046,-0.0110459528731251,0.991186783964807,0.997067573871504,FALSE
"ENSG00000010278",3819.40705625731,0.570601177882857,0.20651138199982,2.76304953439978,0.00572640752833582,0.0420797874898816,FALSE
"ENSG00000010282",0,NA,NA,NA,NA,NA,NA
"ENSG00000010292",1249.33040492932,0.0345543414739821,0.12325467341191,0.28034913823108,0.779209654741855,0.928126639486071,FALSE
"ENSG00000010295",1215.35725996172,-0.0431413590568466,0.269042494294674,-0.160351468528965,0.872604217340133,0.963938065034013,FALSE
"ENSG00000010310",20.5283311102045,-0.527678405644658,0.371601481517413,-1.42001157662212,0.155604310798938,0.414899170255267,FALSE
"ENSG00000010318",75.47793492031,0.183198819528691,0.315844475479264,0.580028570234461,0.561895351336661,0.813488681387413,FALSE
"ENSG00000010319",1.23906323303287,2.11816936714089,2.26781523661065,0.934013200434524,0.350297083797153,NA,NA
"ENSG00000010322",2572.2746553476,-0.259380262689209,0.108018777782126,-2.40125159731374,0.0163390981058898,0.0930284363961282,FALSE
"ENSG00000010327",1.06293127501548,-1.61869454986588,2.30236319754624,-0.703057863151662,0.482019690183525,NA,FALSE
"ENSG00000010361",246.209927757938,0.149559747469899,0.229581986470848,0.651443738112657,0.514760084366731,0.780112883179936,FALSE
"ENSG00000010379",1.06761211589566,-1.3454399102452,2.79922184776692,-0.480647831224424,0.630766814532358,NA,FALSE
"ENSG00000010404",2898.70488852981,0.172728923871667,0.167120927107368,1.0335565201879,0.301343534798289,0.604493679158836,FALSE
"ENSG00000010438",18.3057873786042,0.0996900359872228,0.658444943463396,0.151402234882171,0.879658426605157,0.965393251517036,FALSE
"ENSG00000010539",143.868009078634,0.0460198646994763,0.173906968151214,0.26462346614807,0.791299541009408,0.932407340588772,FALSE
"ENSG00000010610",58.4095358692536,-0.282555196153672,0.616897767010905,-0.458025966802823,0.646933785793943,0.864004601926742,FALSE
"ENSG00000010626",148.609620241434,-0.288177052682464,0.178786920709845,-1.61184638975996,0.106995370569634,0.331718503024995,FALSE
"ENSG00000010671",0.409377524273253,-1.01281673149989,3.49346055815236,-0.289917895061495,0.771879051020582,NA,FALSE
"ENSG00000010704",465.392576537135,-0.261540584308443,0.163696693934012,-1.59771451715373,0.110106526437289,0.337272079112156,FALSE
"ENSG00000010803",764.199671990371,0.0288454602900913,0.103421758690155,0.278910943455433,0.780313170014888,0.928390273611736,FALSE
"ENSG00000010810",1686.56510812169,-0.0111654689051268,0.19218003651807,-0.0580990050133381,0.95366976694048,0.988896376788053,FALSE
"ENSG00000010818",1512.04458044746,-0.388724516498702,0.148216682561095,-2.62267721677328,0.00872418827964511,0.0582317459212098,FALSE
"ENSG00000010932",28.9257911399634,0.577085785512481,0.974784643670982,0.59201361988963,0.553841468084001,0.807374327057167,FALSE
"ENSG00000011007",1354.04241787405,0.157487167788019,0.102576239083726,1.53531821009223,0.124705683220253,0.363330689108235,FALSE
"ENSG00000011009",468.367436008439,0.100791453256733,0.140874176687987,0.715471462736348,0.474317768339165,0.751416590114713,FALSE
"ENSG00000011021",682.227029105651,-0.0187689431510259,0.175513896658969,-0.106937077395614,0.914838898320969,0.976989457490716,FALSE
"ENSG00000011028",16885.4937048234,-0.237823451323054,0.131576975520194,-1.80748531711426,0.0706866420045555,0.25350442651172,FALSE
"ENSG00000011052",229.545183497657,-0.509944945725302,0.24197479042975,-2.10743005426158,0.0350803187478915,0.157282927997573,FALSE
"ENSG00000011083",0.398913415091648,-0.509131699629483,3.22205928053283,-0.158014380028814,0.874445467448805,NA,FALSE
"ENSG00000011105",3595.36906751969,0.224914294668229,0.195167012822018,1.15241961956624,0.249148682625079,0.544338834154187,FALSE
"ENSG00000011114",610.233851885176,0.0729947622328286,0.166402743492865,0.438663213722545,0.660905585710355,0.872280182621641,FALSE
"ENSG00000011132",219.248526038891,0.0401111633297891,0.161314566357753,0.248651837434402,0.803630106995173,0.937599412251898,FALSE
"ENSG00000011143",160.010022432478,-0.300112019718764,0.189231253022762,-1.58595377309405,0.112749796274844,0.341382579884549,FALSE
"ENSG00000011198",1155.15273140287,1.09691083703939,0.202521646940919,5.41626464927667,6.08570043547848e-08,2.31577721345029e-06,FALSE
"ENSG00000011201",0.441059592894894,-1.13190191735562,3.15600109984772,-0.358650672653515,0.719856433985679,NA,FALSE
"ENSG00000011243",770.080620197926,-0.190618222592708,0.112667267016153,-1.69186870012014,0.090671011047066,0.297743638225288,FALSE
"ENSG00000011258",370.461972050458,-0.316140548059414,0.153535354719292,-2.05907329056172,0.0394872180568888,0.170331505973108,FALSE
"ENSG00000011260",409.221375445785,0.203966960108686,0.176643289474828,1.15468275480542,0.248220364062928,0.543393180849539,FALSE
"ENSG00000011275",1712.45833180887,-0.0147802029625977,0.0965131299728651,-0.153141888225501,0.878286383427751,0.964893127385005,FALSE
"ENSG00000011295",420.879005608168,0.122492986128539,0.112340357974827,1.09037382768521,0.275548505944359,0.576167627022963,FALSE
"ENSG00000011304",3616.59092193897,0.357186171954576,0.124765456467574,2.86286110007867,0.00419834565366045,0.0333773989105971,FALSE
"ENSG00000011332",17.6304202429341,0.656660070606709,0.601287032458875,1.09209085704276,0.274793167728328,0.575303086155035,FALSE
